,Title,Country,Location,Year,Total_Floors,Apart_Floors,Apart_Rooms,Total_Area,Price,Continent,C-Code,Price_category,Time_Period
21427,"2 room apartment 23 m² in Druskininkai, Lithuania",Lithuania,"Druskininkai, Alytus County, Druskininku savivaldybe, Lithuania",1958,2,2,2,23,24999.0,Europe,5,Low price,1950-2000
21428,"2 room apartment 44 m² in Kaunas, Lithuania",Lithuania,"Kaunas County, Kaunas, Kauno miesto savivaldybe, Lithuania",1971,5,2,2,44,78802.0,Europe,5,Low price,1950-2000
21429,"2 room apartment 52 m² in Kaunas, Lithuania",Lithuania,"Kaunas County, Kaunas, Kauno miesto savivaldybe, Lithuania",1965,2,1,2,52,56412.0,Europe,5,Low price,1950-2000
21430,"2 room apartment 32 m² in Palanga, Lithuania",Lithuania,"Palanga, Klaipeda County, Palangos miesto savivaldybe, Lithuania",1986,4,1,2,32,77715.0,Europe,5,Low price,1950-2000
21431,"3 room apartment 55 m² in Rukla, Lithuania",Lithuania,"Rukla, Kaunas County, Jonavos rajono savivaldybe, Lithuania",1970,5,4,3,55,45542.0,Europe,5,Low price,1950-2000
21432,"2 room apartment 44 m² in Jonava, Lithuania",Lithuania,"Jonava, Kaunas County, Jonavos rajono savivaldybe, Lithuania",1964,5,2,2,44,50542.0,Europe,5,Low price,1950-2000
21433,"1 room apartment 32 m² in Pustalaukis, Lithuania",Lithuania,"Pustalaukis, Vilnius County, Vilnius city municipality, Lithuania",2018,4,4,1,32,124986.0,Europe,5,Middle price,2010on
21434,"2 room apartment 46 m² in Jonalaukis, Lithuania",Lithuania,"Jonalaukis, Kaunas County, Jonavos rajono savivaldybe, Lithuania",1989,2,1,2,46,54346.0,Europe,5,Low price,1950-2000
21435,"4 room apartment 108 m² in Alytus, Lithuania",Lithuania,"Alytus, Alytus County, Alytaus miesto savivaldybe, Lithuania",2020,4,4,4,108,171078.0,Europe,5,Middle price,2010on
21436,"3 room apartment 67 m² in Vilnius, Lithuania",Lithuania,"Vilnius County, Vilnius, Vilnius city municipality, Lithuania",1987,9,9,3,67,152061.0,Europe,5,Middle price,1950-2000
21437,"3 room apartment 64 m² in Rokiskis, Lithuania",Lithuania,"Rokiskis, Panevezys County, Rokiskio rajono savivaldybe, Lithuania",1973,5,3,3,64,43368.0,Europe,5,Low price,1950-2000
21438,"3 room apartment 67 m² in Radviliskis, Lithuania",Lithuania,"Radviliskis, Siauliai County, Radviliskio rajono savivaldybe, Lithuania",1989,5,4,3,67,54129.0,Europe,5,Low price,1950-2000
21439,"3 room apartment 58 m² in Neringa, Lithuania",Lithuania,"Neringa, Klaipeda County, Neringos savivaldybe, Lithuania",1988,4,3,3,58,228255.0,Europe,5,Middle price,1950-2000
21440,"3 room apartment 68 m² in Naujakiemis, Lithuania",Lithuania,"Naujakiemis, Vilnius County, Vilniaus rajono savivaldybe, Lithuania",2013,9,5,3,68,204343.0,Europe,5,Middle price,2010on
21441,"3 room apartment 74 m² in Kaunas, Lithuania",Lithuania,"Kaunas County, Kaunas, Kauno miesto savivaldybe, Lithuania",1955,2,2,3,74,75976.0,Europe,5,Low price,1950-2000
21442,"1 room apartment 32 m² in Vilnius, Lithuania",Lithuania,"Vilnius County, Vilnius, Vilnius city municipality, Lithuania",1971,9,7,1,32,79346.0,Europe,5,Low price,1950-2000
21443,"3 room apartment 82 m² in Prienai, Lithuania",Lithuania,"Prienai, Kaunas County, Prienai District Municipality, Lithuania",2023,4,4,3,82,141301.0,Europe,5,Middle price,2010on
21444,"1 room apartment 25 m² in Varena, Lithuania",Lithuania,"Varena, Alytus County, Varenos rajono savivaldybe, Lithuania",1970,3,2,1,25,24999.0,Europe,5,Low price,1950-2000
21445,"4 room apartment 76 m² in Sniurai, Lithuania",Lithuania,"Sniurai, Vilnius County, Vilniaus rajono savivaldybe, Lithuania",1983,4,1,4,76,80976.0,Europe,5,Low price,1950-2000
21446,"2 room apartment 50 m² in Mazeikiai, Lithuania",Lithuania,"Mazeikiai, Telsiai County, Mazeikiu rajono savivaldybe, Lithuania",1980,9,7,2,50,64129.0,Europe,5,Low price,1950-2000
21447,"4 room apartment 78 m² in Baltrusaiciai, Lithuania",Lithuania,"Baltrusaiciai, Taurage County, Taurages rajono savivaldybe, Lithuania",1982,2,1,4,78,59781.0,Europe,5,Low price,1950-2000
21448,"2 room apartment 41 m² in Ukmerge, Lithuania",Lithuania,"Ukmerge, Vilnius County, Ukmerges rajono savivaldybe, Lithuania",1962,4,2,2,41,45651.0,Europe,5,Low price,1950-2000
21449,"2 room apartment 45 m² in Giraite, Lithuania",Lithuania,"Giraite, Kaunas County, Kaunas District Municipality, Lithuania",2021,3,1,2,45,114127.0,Europe,5,Middle price,2010on
21450,"3 room apartment 61 m² in Silute, Lithuania",Lithuania,"Silute, Klaipeda County, Šilutė District Municipality, Lithuania",1993,4,3,3,61,60325.0,Europe,5,Low price,1950-2000
21451,"2 room apartment 62 m² in Palanga, Lithuania",Lithuania,"Palanga, Klaipeda County, Palangos miesto savivaldybe, Lithuania",1999,2,2,2,62,179343.0,Europe,5,Middle price,1950-2000
21452,"2 room apartment 36 m² in Palanga, Lithuania",Lithuania,"Palanga, Klaipeda County, Palangos miesto savivaldybe, Lithuania",2003,4,2,2,36,178256.0,Europe,5,Middle price,2000-2010
21453,"2 room apartment 46 m² in Mazeikiai, Lithuania",Lithuania,"Mazeikiai, Telsiai County, Mazeikiu rajono savivaldybe, Lithuania",1972,5,1,2,46,38042.0,Europe,5,Low price,1950-2000
21454,"2 room apartment 47 m² in Verduliukai, Lithuania",Lithuania,"Verduliukai, Siauliai County, Siauliu rajono savivaldybe, Lithuania",1967,5,3,2,47,58694.0,Europe,5,Low price,1950-2000
21455,"3 room apartment 78 m² in Vilnius, Lithuania",Lithuania,"Vilnius County, Vilnius, Vilnius city municipality, Lithuania",2023,9,2,3,78,255211.0,Europe,5,Middle price,2010on
21456,"4 room apartment 165 m² in Baltoji Voke, Lithuania",Lithuania,"Baltoji Voke, Vilnius County, Vilniaus rajono savivaldybe, Lithuania",2009,2,1,4,165,190212.0,Europe,5,Middle price,2000-2010
21457,"2 room apartment 50 m² in Kaunas, Lithuania",Lithuania,"Kaunas County, Kaunas, Kauno miesto savivaldybe, Lithuania",1980,9,9,2,50,74998.0,Europe,5,Low price,1950-2000
21458,"3 room apartment 54 m² in Kaunas, Lithuania",Lithuania,"Kaunas County, Kaunas, Kauno miesto savivaldybe, Lithuania",2022,8,3,3,54,161409.0,Europe,5,Middle price,2010on
21459,"1 room apartment 40 m² in Druskininkai, Lithuania",Lithuania,"Druskininkai, Alytus County, Druskininku savivaldybe, Lithuania",2015,5,1,1,40,129344.0,Europe,5,Middle price,2010on
21460,"2 room apartment 50 m² in Kaunas, Lithuania",Lithuania,"Kaunas County, Kaunas, Kauno miesto savivaldybe, Lithuania",1986,9,6,2,50,62789.0,Europe,5,Low price,1950-2000
21461,"1 room apartment 29 m² in Klaipeda, Lithuania",Lithuania,"Klaipeda County, Klaipeda, Klaipėda City Municipality, Lithuania",2023,4,1,1,29,57064.0,Europe,5,Low price,2010on
21462,"2 room apartment 37 m² in Kaunas, Lithuania",Lithuania,"Kaunas County, Kaunas, Kauno miesto savivaldybe, Lithuania",1985,6,5,2,37,45651.0,Europe,5,Low price,1950-2000
21463,"3 room apartment 59 m² in Panevėžys, Lithuania",Lithuania,"Panevezys County, Panevėžys, Panevezio miesto savivaldybe, Lithuania",1964,5,5,3,59,56520.0,Europe,5,Low price,1950-2000
21464,"3 room apartment 64 m² in Jonava, Lithuania",Lithuania,"Jonava, Kaunas County, Jonavos rajono savivaldybe, Lithuania",1980,5,5,3,64,65216.0,Europe,5,Low price,1950-2000
21465,"2 room apartment 48 m² in Vilnius, Lithuania",Lithuania,"Vilnius County, Vilnius, Vilnius city municipality, Lithuania",2007,10,3,2,48,184778.0,Europe,5,Middle price,2000-2010
21466,"3 room apartment 69 m² in Avizieniai, Lithuania",Lithuania,"Avizieniai, Vilnius County, Vilniaus rajono savivaldybe, Lithuania",2023,2,2,3,69,168474.0,Europe,5,Middle price,2010on
21467,"1 room apartment 25 m² in Utena, Lithuania",Lithuania,"Utena, Utena County, Utenos rajono savivaldybe, Lithuania",1969,5,5,1,25,35869.0,Europe,5,Low price,1950-2000
21468,"1 room apartment 53 m² in Lentvaris, Lithuania",Lithuania,"Lentvaris, Vilnius County, Traku rajono savivaldybe, Lithuania",1976,1,1,1,53,59781.0,Europe,5,Low price,1950-2000
21469,"3 room apartment 75 m² in Vilnius, Lithuania",Lithuania,"Vilnius County, Vilnius, Vilnius city municipality, Lithuania",2009,5,4,3,75,239124.0,Europe,5,Middle price,2000-2010
21470,"2 room apartment 66 m² in Vilnius, Lithuania",Lithuania,"Vilnius County, Vilnius, Vilnius city municipality, Lithuania",1940,3,1,2,66,233690.0,Europe,5,Middle price,1900-1950
21471,"2 room apartment 43 m² in Svencele, Lithuania",Lithuania,"Svencele, Klaipeda County, Klaipėda District Municipality, Lithuania",2023,3,2,2,43,172387.0,Europe,5,Middle price,2010on
21472,"2 room apartment 35 m² in Jasiunai, Lithuania",Lithuania,"Jasiunai, Vilnius County, Salcininku rajono savivaldybe, Lithuania",1984,2,2,2,35,24999.0,Europe,5,Low price,1950-2000
21473,"3 room apartment 66 m² in Klausuciai, Lithuania",Lithuania,"Klausuciai, Taurage County, Jurbarko rajono savivaldybe, Lithuania",1984,2,1,3,66,21630.0,Europe,5,Low price,1950-2000
21474,"2 room apartment 40 m² in Uzupio Karklenai, Lithuania",Lithuania,"Uzupio Karklenai, Vilnius County, Vilniaus rajono savivaldybe, Lithuania",1960,2,2,2,40,65216.0,Europe,5,Low price,1950-2000
21475,"3 room apartment 63 m² in Ukmerge, Lithuania",Lithuania,"Ukmerge, Vilnius County, Ukmerges rajono savivaldybe, Lithuania",1984,5,5,3,63,50881.0,Europe,5,Low price,1950-2000
21476,"2 room apartment 33 m² in Paliepiai, Lithuania",Lithuania,"Paliepiai, Kaunas County, Raseiniu rajono savivaldybe, Lithuania",1977,5,4,2,33,41847.0,Europe,5,Low price,1950-2000
21477,"3 room apartment 65 m² in Auksudys, Lithuania",Lithuania,"Auksudys, Telsiai County, Mazeikiu rajono savivaldybe, Lithuania",1979,5,5,3,65,55433.0,Europe,5,Low price,1950-2000
21478,"3 room apartment 56 m² in Šiauliai, Lithuania",Lithuania,"Siauliai County, Šiauliai, Siauliu miesto savivaldybe, Lithuania",1964,5,4,3,56,73911.0,Europe,5,Low price,1950-2000
21479,"1 room apartment 30 m² in Kaunas, Lithuania",Lithuania,"Kaunas County, Kaunas, Kauno miesto savivaldybe, Lithuania",1932,1,1,1,30,61955.0,Europe,5,Low price,1900-1950
21480,"3 room apartment 89 m² in Jure, Lithuania",Lithuania,"Jure, Marijampole County, Kazlu Rudos savivaldybe, Lithuania",1978,5,1,3,89,48912.0,Europe,5,Low price,1950-2000
21481,"2 room apartment 42 m² in Vilnius, Lithuania",Lithuania,"Vilnius County, Vilnius, Vilnius city municipality, Lithuania",2019,5,1,2,42,205973.0,Europe,5,Middle price,2010on
21482,"2 room apartment 46 m² in Silute, Lithuania",Lithuania,"Silute, Klaipeda County, Šilutė District Municipality, Lithuania",1892,2,1,2,46,34782.0,Europe,5,Low price,1850-1900
21483,"2 room apartment 46 m² in Senieji Trakai, Lithuania",Lithuania,"Senieji Trakai, Vilnius County, Traku rajono savivaldybe, Lithuania",1970,1,1,2,46,54346.0,Europe,5,Low price,1950-2000
21484,"3 room apartment 115 m² in Klaipeda, Lithuania",Lithuania,"Klaipeda County, Klaipeda, Klaipėda City Municipality, Lithuania",2004,3,2,3,115,248907.0,Europe,5,Middle price,2000-2010
21485,"3 room apartment 97 m² in Alytus, Lithuania",Lithuania,"Alytus, Alytus County, Alytaus miesto savivaldybe, Lithuania",2020,4,4,3,97,157605.0,Europe,5,Middle price,2010on
21486,"3 room apartment 58 m² in Svencele, Lithuania",Lithuania,"Svencele, Klaipeda County, Klaipėda District Municipality, Lithuania",2023,3,3,3,58,216297.0,Europe,5,Middle price,2010on
21487,"3 room apartment 65 m² in Kaunas, Lithuania",Lithuania,"Kaunas County, Kaunas, Kauno miesto savivaldybe, Lithuania",1980,9,7,3,65,92280.0,Europe,5,Low price,1950-2000
21488,"1 room apartment 33 m² in Mazeikiai, Lithuania",Lithuania,"Mazeikiai, Telsiai County, Mazeikiu rajono savivaldybe, Lithuania",1978,5,5,1,33,20108.0,Europe,5,Low price,1950-2000
21489,"3 room apartment 77 m² in Avizieniai, Lithuania",Lithuania,"Avizieniai, Vilnius County, Vilniaus rajono savivaldybe, Lithuania",2023,2,2,3,77,184778.0,Europe,5,Middle price,2010on
21490,"1 room apartment 27 m² in Klaipeda, Lithuania",Lithuania,"Klaipeda County, Klaipeda, Klaipėda City Municipality, Lithuania",2023,4,3,1,27,47825.0,Europe,5,Low price,2010on
21491,"2 room apartment 36 m² in Klaipeda, Lithuania",Lithuania,"Klaipeda County, Klaipeda, Klaipėda City Municipality, Lithuania",2023,4,3,2,36,68476.0,Europe,5,Low price,2010on
21492,"2 room apartment 36 m² in Klaipeda, Lithuania",Lithuania,"Klaipeda County, Klaipeda, Klaipėda City Municipality, Lithuania",2023,4,4,2,36,70107.0,Europe,5,Low price,2010on
21493,"1 room apartment 34 m² in Krekenava, Lithuania",Lithuania,"Krekenava, Panevezys County, Panevezio rajono savivaldybe, Lithuania",1989,4,2,1,34,22717.0,Europe,5,Low price,1950-2000
21494,"1 room apartment 23 m² in Margava, Lithuania",Lithuania,"Margava, Karmelava, Kaunas County, Kaunas District Municipality, Lithuania",1969,2,1,1,23,19021.0,Europe,5,Low price,1950-2000
21495,"1 room apartment 23 m² in Jonava, Lithuania",Lithuania,"Jonava, Kaunas County, Jonavos rajono savivaldybe, Lithuania",1976,9,8,1,23,20543.0,Europe,5,Low price,1950-2000
21496,"3 room apartment 66 m² in Alytus, Lithuania",Lithuania,"Alytus, Alytus County, Alytaus miesto savivaldybe, Lithuania",1975,5,3,3,66,65216.0,Europe,5,Low price,1950-2000
21497,"3 room apartment 55 m² in Rukla, Lithuania",Lithuania,"Rukla, Kaunas County, Jonavos rajono savivaldybe, Lithuania",1986,5,5,3,55,34782.0,Europe,5,Low price,1950-2000
21498,"1 room apartment 40 m² in Šiauliai, Lithuania",Lithuania,"Siauliai County, Šiauliai, Siauliu miesto savivaldybe, Lithuania",1977,5,5,1,40,36956.0,Europe,5,Low price,1950-2000
21499,"4 room apartment 86 m² in Kaunas, Lithuania",Lithuania,"Kaunas County, Kaunas, Kauno miesto savivaldybe, Lithuania",2021,16,3,4,86,237476.0,Europe,5,Middle price,2010on
21500,"2 room apartment 46 m² in Vilnius, Lithuania",Lithuania,"Vilnius County, Vilnius, Vilnius city municipality, Lithuania",1955,3,3,2,46,216299.0,Europe,5,Middle price,1950-2000
21501,"3 room apartment 66 m² in Vilnius, Lithuania",Lithuania,"Vilnius County, Vilnius, Vilnius city municipality, Lithuania",2012,9,1,3,66,175974.0,Europe,5,Middle price,2010on
21502,"2 room apartment 43 m² in Svencele, Lithuania",Lithuania,"Svencele, Klaipeda County, Klaipėda District Municipality, Lithuania",2023,3,2,2,43,171695.0,Europe,5,Middle price,2010on
21503,"1 room apartment 33 m² in Vilnius, Lithuania",Lithuania,"Vilnius County, Vilnius, Vilnius city municipality, Lithuania",1977,9,1,1,33,83693.0,Europe,5,Low price,1950-2000
21504,"3 room apartment 60 m² in Kaunas, Lithuania",Lithuania,"Kaunas County, Kaunas, Kauno miesto savivaldybe, Lithuania",1970,5,5,3,60,89019.0,Europe,5,Low price,1950-2000
21505,"3 room apartment 62 m² in Mikoliskis, Lithuania",Lithuania,"Mikoliskis, Panevezys County, Pasvalio rajono savivaldybe, Lithuania",1968,2,2,3,62,18478.0,Europe,5,Low price,1950-2000
21506,"3 room apartment 73 m² in Vilnius, Lithuania",Lithuania,"Vilnius County, Vilnius, Vilnius city municipality, Lithuania",2004,9,7,3,73,199451.0,Europe,5,Middle price,2000-2010
21507,"3 room apartment 74 m² in Klaipeda, Lithuania",Lithuania,"Klaipeda County, Klaipeda, Klaipėda City Municipality, Lithuania",1910,3,2,3,74,190212.0,Europe,5,Middle price,1900-1950
21508,"3 room apartment 64 m² in Mazeikiai, Lithuania",Lithuania,"Mazeikiai, Telsiai County, Mazeikiu rajono savivaldybe, Lithuania",1978,5,4,3,64,73911.0,Europe,5,Low price,1950-2000
21509,"3 room apartment 90 m² in Seirijai, Lithuania",Lithuania,"Seirijai, Alytus County, Lazdiju rajono savivaldybe, Lithuania",1920,2,1,3,90,17391.0,Europe,5,Low price,1900-1950
21510,"2 room apartment 44 m² in Kaunas, Lithuania",Lithuania,"Kaunas County, Kaunas, Kauno miesto savivaldybe, Lithuania",1969,5,1,2,44,70107.0,Europe,5,Low price,1950-2000
21511,"2 room apartment 36 m² in Klaipeda, Lithuania",Lithuania,"Klaipeda County, Klaipeda, Klaipėda City Municipality, Lithuania",2023,4,1,2,36,72824.0,Europe,5,Low price,2010on
21512,"4 room apartment 80 m² in Silute, Lithuania",Lithuania,"Silute, Klaipeda County, Šilutė District Municipality, Lithuania",1910,3,3,4,80,76085.0,Europe,5,Low price,1900-1950
21513,"2 room apartment 53 m² in Radviliskis, Lithuania",Lithuania,"Radviliskis, Siauliai County, Radviliskio rajono savivaldybe, Lithuania",1984,12,4,2,53,38042.0,Europe,5,Low price,1950-2000
21514,"2 room apartment 45 m² in Kaunas, Lithuania",Lithuania,"Kaunas County, Kaunas, Kauno miesto savivaldybe, Lithuania",1935,1,1,2,45,34641.0,Europe,5,Low price,1900-1950
21515,"3 room apartment 109 m² in Druskininkai, Lithuania",Lithuania,"Druskininkai, Alytus County, Druskininku savivaldybe, Lithuania",2009,5,4,3,109,258689.0,Europe,5,Middle price,2000-2010
21516,"2 room apartment 66 m² in Vilnius, Lithuania",Lithuania,"Vilnius County, Vilnius, Vilnius city municipality, Lithuania",1940,3,2,2,66,233690.0,Europe,5,Middle price,1900-1950
21517,"4 room apartment 86 m² in Avizieniai, Lithuania",Lithuania,"Avizieniai, Vilnius County, Vilniaus rajono savivaldybe, Lithuania",2022,2,1,4,86,195647.0,Europe,5,Middle price,2010on
21518,"2 room apartment 57 m² in Vilnius, Lithuania",Lithuania,"Vilnius County, Vilnius, Vilnius city municipality, Lithuania",2006,6,2,2,57,156518.0,Europe,5,Middle price,2000-2010
21519,"1 room apartment 35 m² in Pustalaukis, Lithuania",Lithuania,"Pustalaukis, Vilnius County, Vilnius city municipality, Lithuania",1993,9,5,1,35,92389.0,Europe,5,Low price,1950-2000
21520,"3 room apartment 65 m² in Kaunas, Lithuania",Lithuania,"Kaunas County, Kaunas, Kauno miesto savivaldybe, Lithuania",1982,9,6,3,65,90215.0,Europe,5,Low price,1950-2000
21521,"2 room apartment 55 m² in Virgainiai, Lithuania",Lithuania,"Virgainiai, Kaunas County, Raseiniu rajono savivaldybe, Lithuania",1990,2,1,2,55,16847.0,Europe,5,Low price,1950-2000
21522,"3 room apartment 66 m² in Prienai, Lithuania",Lithuania,"Prienai, Kaunas County, Prienai District Municipality, Lithuania",2023,4,2,3,66,97824.0,Europe,5,Low price,2010on
21523,"3 room apartment 73 m² in Kaunas, Lithuania",Lithuania,"Kaunas County, Kaunas, Kauno miesto savivaldybe, Lithuania",2008,9,9,3,73,177169.0,Europe,5,Middle price,2000-2010
21524,"2 room apartment 55 m² in Kaunas, Lithuania",Lithuania,"Kaunas County, Kaunas, Kauno miesto savivaldybe, Lithuania",2008,6,1,2,55,206515.0,Europe,5,Middle price,2000-2010
