,title,country,location,building_construction_year,building_total_floors,apartment_floor,apartment_rooms,apartment_total_area,price_in_USD,Continent
107421,"1 room studio apartment 31 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2027,34.0,,1.0,31.0,58900.0,Asia
107423,"1 room apartment 40 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,4.0,2.0,40.0,61535.0,Asia
107427,"1 room apartment 36 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,25.0,6.0,1.0,36.0,46800.0,Asia
107440,"1 room apartment 66 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,18.0,11.0,1.0,66.0,62614.0,Asia
107441,"1 room apartment 38 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,21.0,14.0,2.0,38.0,49270.0,Asia
107451,"1 room apartment 50 m² in Kobuleti, Georgia",Georgia,"Kobuleti, Abkhazia, Kobuleti Municipality, Georgia",2025,,,2.0,50.0,72500.0,Asia
107456,"2 room apartment 58 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,3.0,58.0,80500.0,Asia
107462,"1 room apartment 44 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2027,10.0,6.0,2.0,44.0,78660.0,Asia
107466,"1 room apartment 55 m² in Adlia, Georgia",Georgia,"Adlia, Abkhazia, Batumi, Georgia",2026,6.0,2.0,2.0,55.0,52535.0,Asia
107467,"1 room apartment 42 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,11.0,4.0,1.0,42.0,48430.0,Asia
107468,"1 room apartment 64 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,18.0,10.0,,64.0,82725.0,Asia
107471,"2 room apartment 83 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,6.0,6.0,3.0,83.0,68475.0,Asia
107473,"1 room apartment 32 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2027,10.0,8.0,1.0,32.0,53550.0,Asia
107501,"2 room apartment 58 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2026,,,3.0,58.0,80920.0,Asia
107503,"1 room apartment 39 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,2.0,39.0,51590.0,Asia
107506,"1 room apartment 34 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2027,,,1.0,34.0,58140.0,Asia
107512,"1 room apartment 30 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,9.0,1.0,30.0,57000.0,Asia
107513,"1 room studio apartment 31 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,25.0,12.0,1.0,31.0,81766.0,Asia
107514,"1 room apartment 69 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,18.0,14.0,,69.0,59032.0,Asia
107517,"1 room studio apartment 52 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,13.0,9.0,,52.0,87007.0,Asia
107518,"1 room apartment 60 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,18.0,,2.0,60.0,86275.0,Asia
107523,"1 room apartment 27 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,1.0,27.0,60975.0,Asia
107524,"1 room apartment 47 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2027,34.0,10.0,2.0,47.0,65800.0,Asia
107525,"1 room studio apartment 34 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,13.0,10.0,,34.0,63882.0,Asia
107532,"1 room apartment 49 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2026,50.0,28.0,1.0,49.0,96038.0,Asia
107533,"1 room studio apartment 35 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,40.0,4.0,1.0,35.0,55520.0,Asia
107543,"1 room apartment 39 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2027,,,2.0,39.0,54600.0,Asia
107548,"2 room apartment 55 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2027,,,3.0,55.0,91245.0,Asia
107553,"1 room studio apartment 37 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,1.0,37.0,96000.0,Asia
107560,"1 room studio apartment 31 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,12.0,,1.0,31.0,56720.0,Asia
107562,"1 room apartment 46 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,2.0,46.0,62883.0,Asia
107566,"2 room apartment 57 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2027,,,3.0,57.0,91200.0,Asia
107567,"1 room apartment 55 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,18.0,,1.0,55.0,99720.0,Asia
107568,"1 room apartment 38 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,2.0,38.0,62040.0,Asia
107576,"1 room studio apartment 34 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2026,9.0,5.0,1.0,34.0,63650.0,Asia
107581,"1 room apartment 45 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,13.0,7.0,1.0,45.0,61697.0,Asia
107587,"1 room apartment 33 m² in Adlia, Georgia",Georgia,"Adlia, Abkhazia, Batumi, Georgia",2025,17.0,9.0,1.0,33.0,58945.0,Asia
107591,"1 room apartment 53 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,40.0,11.0,2.0,53.0,87450.0,Asia
107592,"1 room apartment 39 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,2.0,39.0,89700.0,Asia
107593,"2 room apartment 55 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,40.0,12.0,3.0,55.0,99450.0,Asia
107595,"1 room apartment 40 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,21.0,10.0,2.0,40.0,52260.0,Asia
107597,"4 room apartment 103 m² in Tbilisi, Georgia",Georgia,"Abkhazia, Tbilisi, Georgia",2025,12.0,,5.0,103.0,92790.0,Asia
107603,"2 room apartment 55 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,3.0,55.0,105924.0,Asia
107604,"3 room apartment 96 m² in Tbilisi, Georgia",Georgia,"Abkhazia, Tbilisi, Georgia",2025,12.0,,4.0,96.0,86040.0,Asia
107608,"1 room apartment 67 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,18.0,14.0,,67.0,66720.0,Asia
107615,"2 room apartment 56 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,3.0,56.0,109980.0,Asia
107616,"2 room apartment 102 m² in Tbilisi, Georgia",Georgia,"Tbilisi, Georgia",2025,,,3.0,102.0,92285.0,Asia
107626,"3 room apartment 101 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,6.0,6.0,4.0,101.0,83795.0,Asia
107627,"1 room apartment 54 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2026,50.0,27.0,2.0,54.0,114679.0,Asia
107629,"1 room apartment 69 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,18.0,12.0,,69.0,65910.0,Asia
107650,"1 room apartment 54 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2026,39.0,27.0,2.0,54.0,114679.0,Asia
107661,"2 room apartment 80 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,18.0,13.0,3.0,80.0,109052.0,Asia
107667,"2 room apartment 81 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,18.0,,3.0,81.0,131625.0,Asia
107674,"1 room apartment 38 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,2.0,38.0,98800.0,Asia
107694,"1 room apartment 38 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,2.0,38.0,85725.0,Asia
107700,"2 room apartment 55 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,15.0,3.0,55.0,121000.0,Asia
107710,"1 room apartment 88 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2027,,9.0,2.0,88.0,87800.0,Asia
107728,"1 room apartment 38 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,2.0,38.0,74108.0,Asia
107732,"2 room apartment 57 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,3.0,57.0,125749.0,Asia
107734,"2 room apartment 57 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,3.0,57.0,114000.0,Asia
107739,"3 room apartment 121 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2026,,,4.0,121.0,139380.0,Asia
107742,"2 room apartment 57 m² in Adlia, Georgia",Georgia,"Adlia, Abkhazia, Batumi, Georgia",2025,,,3.0,57.0,85500.0,Asia
107743,"1 room apartment 53 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,3.0,2.0,53.0,84496.0,Asia
107755,"2 room apartment 76 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,22.0,,3.0,76.0,121379.0,Asia
107756,"2 room apartment 72 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,18.0,7.0,3.0,72.0,119295.0,Asia
107768,"1 room apartment 58 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,20.0,4.0,2.0,58.0,128064.0,Asia
107772,"1 room apartment 56 m² in Tbilisi, Georgia",Georgia,"Abkhazia, Tbilisi, Georgia",2025,21.0,8.0,2.0,56.0,81900.0,Asia
107778,"2 room apartment 56 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,3.0,56.0,125550.0,Asia
107784,"1 room apartment 38 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,16.0,2.0,38.0,83600.0,Asia
107786,"1 room apartment 55 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2026,4.0,3.0,2.0,55.0,143780.0,Asia
107788,"1 room apartment 55 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,18.0,7.0,,55.0,77560.0,Asia
107792,"2 room apartment 83 m² in Tbilisi, Georgia",Georgia,"Tbilisi, Georgia",2026,,,3.0,83.0,90750.0,Asia
107796,"1 room studio apartment 37 m² in Chakvi, Georgia",Georgia,"Chakvi, Abkhazia, Kobuleti Municipality, Georgia",2025,18.0,8.0,1.0,37.0,75600.0,Asia
107809,"2 room apartment 57 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,3.0,57.0,79800.0,Asia
107826,"1 room studio apartment 44 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,4.0,1.0,44.0,85075.0,Asia
107844,"2 room apartment 116 m² in Tbilisi, Georgia",Georgia,"Abkhazia, Tbilisi, Georgia",2026,,,3.0,116.0,139155.0,Asia
107845,"2 room apartment 57 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,3.0,57.0,77085.0,Asia
107850,"1 room apartment 84 m² in Tbilisi, Georgia",Georgia,"Abkhazia, Tbilisi, Georgia",2025,,,2.0,84.0,150660.0,Asia
107856,"3 room apartment 136 m² in Tbilisi, Georgia",Georgia,"Abkhazia, Tbilisi, Georgia",2025,,,4.0,136.0,176800.0,Asia
107858,"1 room apartment 49 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2026,8.0,,2.0,49.0,97200.0,Asia
107860,"1 room apartment 88 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,16.0,,2.0,88.0,175717.0,Asia
107866,"1 room apartment 69 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2027,,,2.0,69.0,69100.0,Asia
107871,"1 room studio apartment 36 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2027,37.0,21.0,1.0,36.0,66400.0,Asia
107879,"2 room apartment 91 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,26.0,,3.0,91.0,214555.0,Asia
107887,"1 room apartment 43 m² in Tbilisi, Georgia",Georgia,"Tbilisi, Georgia",2025,,,2.0,43.0,61770.0,Asia
107896,"1 room apartment 57 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,25.0,19.0,2.0,57.0,235720.0,Asia
107917,"2 room apartment 81 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,20.0,19.0,3.0,81.0,77109.0,Asia
107934,"1 room apartment 48 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,13.0,12.0,,48.0,82348.0,Asia
107945,"2 room apartment 133 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,3.0,3.0,133.0,291852.0,Asia
107955,"2 room apartment 133 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,3.0,3.0,133.0,292952.0,Asia
107964,"2 room apartment 132 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,4.0,3.0,132.0,296100.0,Asia
107966,"2 room apartment 138 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,5.0,3.0,138.0,317216.0,Asia
107968,"2 room apartment 138 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,6.0,3.0,138.0,323336.0,Asia
107978,"2 room apartment 132 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,4.0,3.0,132.0,297810.0,Asia
107987,"2 room apartment 148 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,9.0,3.0,148.0,369600.0,Asia
107997,"2 room apartment 159 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,6.0,3.0,159.0,372851.0,Asia
107998,"2 room apartment 132 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,4.0,3.0,132.0,296032.0,Asia
107999,"2 room apartment 158 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,5.0,3.0,158.0,364481.0,Asia
108001,"2 room apartment 145 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,9.0,3.0,145.0,362125.0,Asia
108002,"1 room apartment 123 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,9.0,2.0,123.0,306750.0,Asia
108007,"2 room apartment 149 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,8.0,3.0,149.0,364560.0,Asia
108016,"1 room apartment 175 m² in Tbilisi, Georgia",Georgia,"Tbilisi, Georgia",2025,,,2.0,175.0,406000.0,Asia
108020,"2 room apartment 136 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,5.0,3.0,136.0,313076.0,Asia
108033,"2 room apartment 153 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,7.0,3.0,153.0,366672.0,Asia
108043,"2 room apartment 204 m² in Tbilisi, Georgia",Georgia,"Tbilisi, Georgia",2025,,,3.0,204.0,469200.0,Asia
108049,"2 room apartment 132 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,7.0,3.0,132.0,317136.0,Asia
108054,"Penthouse 4 bedrooms 300 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2026,8.0,,,300.0,495000.0,Asia
108055,"2 room apartment 133 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,7.0,3.0,133.0,320280.0,Asia
108056,"2 room apartment 158 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,5.0,3.0,158.0,363101.0,Asia
108061,"3 room apartment 231 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,9.0,4.0,231.0,578575.0,Asia
108065,"4 room apartment 400 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2026,8.0,,5.0,400.0,585000.0,Asia
108070,"2 room apartment 137 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,7.0,3.0,137.0,329112.0,Asia
108071,"2 room apartment 133 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,3.0,3.0,133.0,293062.0,Asia
108079,"3 room apartment 261 m² in Tbilisi, Georgia",Georgia,"Tbilisi, Georgia",2025,,,4.0,261.0,600300.0,Asia
108080,"2 room apartment 132 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,7.0,3.0,132.0,316872.0,Asia
108083,"2 room apartment 123 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,5.0,3.0,123.0,282026.0,Asia
108088,"2 room apartment 110 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,40.0,19.0,3.0,110.0,266374.0,Asia
108095,"2 room apartment 132 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,4.0,3.0,132.0,297900.0,Asia
108096,"2 room apartment 136 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,6.0,3.0,136.0,319130.0,Asia
108097,"3 room apartment 139 m² in Tbilisi, Georgia",Georgia,"Abkhazia, Tbilisi, Georgia",2025,,,4.0,139.0,292740.0,Asia
108098,"2 room apartment 113 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,4.0,3.0,113.0,254676.0,Asia
108104,"2 room apartment 133 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,3.0,3.0,133.0,292864.0,Asia
108116,"2 room apartment 112 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,4.0,3.0,112.0,252900.0,Asia
108123,"Penthouse 2 bedrooms 94 m² in Gonio, Georgia",Georgia,"Gonio, Abkhazia, Batumi, Georgia",2025,5.0,2.0,4.0,94.0,271730.0,Asia
108130,"2 room apartment 138 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,3.0,138.0,226188.0,Asia
108133,"2 room apartment 95 m² in Batumi, Georgia",Georgia,"Autonomous Republic of Adjara, Batumi, Georgia",2026,2.0,1.0,3.0,95.0,212575.0,Asia
108147,"2 room apartment 89 m² in Gonio, Georgia",Georgia,"Gonio, Abkhazia, Batumi, Georgia",2025,,,3.0,89.0,221325.0,Asia
108153,"1 room apartment 66 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,25.0,,2.0,66.0,221368.0,Asia
108174,"2 room apartment 72 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2027,50.0,,3.0,72.0,187330.0,Asia
108178,"2 room apartment 57 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,3.0,57.0,85200.0,Asia
108184,"1 room apartment 65 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,40.0,10.0,2.0,65.0,110500.0,Asia
108188,"2 room apartment 82 m² in Adlia, Georgia",Georgia,"Adlia, Abkhazia, Batumi, Georgia",2026,30.0,29.0,3.0,82.0,215000.0,Asia
108205,"1 room apartment 66 m² in Gonio, Georgia",Georgia,"Gonio, Abkhazia, Batumi, Georgia",2025,,,2.0,66.0,211456.0,Asia
108210,"1 room apartment 47 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2027,50.0,,2.0,47.0,145990.0,Asia
108219,"1 room apartment 38 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2027,,,1.0,38.0,61280.0,Asia
108222,"1 room apartment 58 m² in Gonio, Georgia",Georgia,"Gonio, Abkhazia, Batumi, Georgia",2025,25.0,22.0,2.0,58.0,170672.0,Asia
108225,"2 room apartment 56 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,3.0,56.0,77840.0,Asia
108230,"1 room apartment 42 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2026,,,2.0,42.0,58800.0,Asia
108233,"1 room apartment 58 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,20.0,6.0,2.0,58.0,145000.0,Asia
108254,"2 room apartment 84 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,9.0,5.0,3.0,84.0,138500.0,Asia
108261,"1 room apartment 49 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2026,8.0,,2.0,49.0,65610.0,Asia
108268,"1 room apartment 50 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,,2.0,50.0,71482.0,Asia
108283,"3 room apartment 130 m² in Tbilisi, Georgia",Georgia,"Abkhazia, Tbilisi, Georgia",2025,,,4.0,130.0,149845.0,Asia
108285,"1 room apartment 50 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,25.0,22.0,2.0,50.0,138792.0,Asia
108286,"1 room studio apartment 31 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2027,,,1.0,31.0,53790.0,Asia
108287,"1 room apartment 50 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,6.0,2.0,50.0,67536.0,Asia
108288,"2 room apartment 56 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,3.0,56.0,144560.0,Asia
108293,"1 room apartment 50 m² in Gonio, Georgia",Georgia,"Gonio, Abkhazia, Batumi, Georgia",2025,4.0,2.0,2.0,50.0,130000.0,Asia
108294,"1 room studio apartment 38 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,6.0,1.0,38.0,74519.0,Asia
108307,"2 room apartment 55 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,3.0,55.0,71240.0,Asia
108309,"1 room studio apartment 35 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2027,42.0,,1.0,35.0,64620.0,Asia
108312,"1 room apartment 60 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,26.0,,2.0,60.0,122180.0,Asia
108328,"1 room apartment 39 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2026,,,2.0,39.0,101400.0,Asia
108333,"1 room apartment 80 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,18.0,13.0,,80.0,75639.0,Asia
108337,"1 room apartment 30 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2026,,,1.0,30.0,42000.0,Asia
108342,"1 room apartment 33 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,12.0,1.0,33.0,43875.0,Asia
108347,"1 room apartment 37 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,1.0,37.0,50690.0,Asia
108357,"2 room apartment 70 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2026,4.0,3.0,3.0,70.0,182260.0,Asia
108365,"2 room apartment 142 m² in Tbilisi, Georgia",Georgia,"Abkhazia, Tbilisi, Georgia",2026,,,3.0,142.0,169378.0,Asia
108366,"1 room apartment 42 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,18.0,6.0,2.0,42.0,50040.0,Asia
108372,"1 room studio apartment 33 m² in Batumi, Georgia",Georgia,"Autonomous Republic of Adjara, Batumi, Georgia",2025,,,1.0,33.0,45426.0,Asia
108375,"1 room apartment 27 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2027,,,1.0,27.0,37800.0,Asia
108380,"1 room apartment 34 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2026,8.0,,1.0,34.0,72030.0,Asia
108396,"1 room studio apartment 48 m² in Tbilisi, Georgia",Georgia,"Abkhazia, Tbilisi, Georgia",2025,12.0,12.0,1.0,48.0,43470.0,Asia
108399,"1 room studio apartment 73 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,15.0,7.0,1.0,73.0,145272.0,Asia
108403,"Apartment 43 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,6.0,5.0,,43.0,38630.0,Asia
108411,"1 room studio apartment 28 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,1.0,28.0,36660.0,Asia
108415,"1 room apartment 45 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2026,38.0,13.0,2.0,45.0,44900.0,Asia
108416,"2 room apartment 58 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,3.0,58.0,89900.0,Asia
108418,"1 room apartment 30 m² in Batumi, Georgia",Georgia,"Abkhazia, Batumi, Georgia",2025,,,1.0,30.0,36875.0,Asia
